ID;Etat;Nature;Nature_par_regroupement;Adresse;Code Postal;Commune;Département;Ministère occupant;Description;Année de 1ère inscription;Nature juridique Acquereur;Type Procédure ayant mené à la vente;Année Cession;Latitude;Longitude
159730034;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97352;ROURA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,4754;-52,494
159730032;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97355;MACOURIA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9956;-52,512
159730043;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97355;MACOURIA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9956;-52,512
159730050;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97355;MACOURIA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9956;-52,512
159730052;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97355;MACOURIA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9956;-52,512
159730053;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97355;MACOURIA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9956;-52,512
159730068;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97355;MACOURIA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9956;-52,512
159730070;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97355;MACOURIA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9956;-52,512
159730071;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97355;MACOURIA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9956;-52,512
159730077;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97355;MACOURIA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9956;-52,512
159730080;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97355;MACOURIA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9956;-52,512
159730084;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97355;MACOURIA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9956;-52,512
159730085;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97355;MACOURIA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9956;-52,512
159730086;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97355;MACOURIA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9956;-52,512
159730087;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97355;MACOURIA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9956;-52,512
159730096;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97355;MACOURIA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9956;-52,512
159730102;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;RN1;97355;MACOURIA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9956;-52,512
159730010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730011;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730013;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730014;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730015;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730019;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730020;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730024;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730030;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730033;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730036;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730039;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730040;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730041;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730042;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730045;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730047;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730054;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730055;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730056;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730059;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730063;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730064;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730065;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730067;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730069;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730076;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730082;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730091;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730092;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730094;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730098;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730100;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97356;MONTSINERY TONNEGRANDE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,8119;-52,508
159730016;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97360;MANA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9936;-53,603
159730046;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97360;MANA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9936;-53,603
159730051;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97360;MANA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9936;-53,603
159730058;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97360;MANA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9936;-53,603
159730060;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97360;MANA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9936;-53,603
159730079;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97360;MANA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9936;-53,603
159730057;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97370;MARIPASOULA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;3,0487;-53,639
150340013;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;34200;SETE;HÉRAULT;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;43,4045;3,696
159760013;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97600;KOUNGOU;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,7414;45,183
159760039;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;ABDALLAH MOIRABOU MKONI;97600;KOUNGOU;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,7414;45,183
159760043;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DELICE;97600;KOUNGOU;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,7414;45,183
159760048;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DELICE;97600;KOUNGOU;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,7414;45,183
159760047;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;LA PLAGE;97600;KOUNGOU;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,7414;45,183
159760053;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;NATIONALE;97600;KOUNGOU;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,7414;45,183
159760012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97615;PAMANDZI;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,8009;45,281
159760017;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97615;PAMANDZI;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,8009;45,281
159760024;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;97615 PAMANDZI;97615;PAMANDZI;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,8009;45,281
159760028;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DES DECASES 4ÈME TRANCHE;97615;PAMANDZI;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,8009;45,281
159760023;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;NATIONALE;97615;PAMANDZI;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,8009;45,281
159760038;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;TROTRONDJEOU;97615;PAMANDZI;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,8009;45,281
159760050;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;TROTRONDJEOU;97615;PAMANDZI;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,8009;45,281
159760040;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;ABDALLAH DJAHA;97615;DZAOUDZI;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,7742;45,283
159760052;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BAMBAO;97615;DZAOUDZI;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,7742;45,283
159760032;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;MOIDZIOI RAHISSI;97615;DZAOUDZI;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,7742;45,283
159760042;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;MOUZDALIFA LABATTOIR;97615;DZAOUDZI;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,7742;45,283
159760027;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BACAR SIDI;97620;BOUENI;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,9294;45,114
159760033;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE L'ECOLE PRIMAIRE HAGNOUNDROU;97620;BOUENI;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,9294;45,114
159760046;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;POROANI;97620;CHIRONGUI;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,9173;45,158
159760016;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97625;KANI KELI;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,972;45,126
159760035;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;PASSI KELI;97625;KANI KELI;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,972;45,126
159760031;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;SIM;97625;KANI KELI;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,972;45,126
159760044;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;M'TSANGAMTITI;97640;SADA;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,8643;45,121
159760030;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;NATIONALE DOUJANI;97640;SADA;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,8643;45,121
159760020;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;COLLEGE;97650;MAMOUDZOU;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,788;45,194
159760025;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;KALAFOUBA;97650;MAMOUDZOU;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,788;45,194
159760036;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;NATIONALE;97650;MAMOUDZOU;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,788;45,194
159760019;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;RASSI BOINA KAIME;97650;MAMOUDZOU;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,788;45,194
159760049;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;RASSI BOINA KAIME;97650;MAMOUDZOU;MAYOTTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;-12,788;45,194
