ID;Etat;Nature;Nature_par_regroupement;Adresse;Code Postal;Commune;Département;Ministère occupant;Description;Année de 1ère inscription;Nature juridique Acquereur;Type Procédure ayant mené à la vente;Année Cession;Latitude;Longitude
160670029;Cession réalisée;BUREAU;BUREAU;JACOUTOT SECTION DA N°155;67000;STRASBOURG;BAS-RHIN;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Entreprises société;Adjudication;2017;48,5835;7,747
160670030;Cession réalisée;SUPPORT DE PARCELLE;SUPPORT DE PARCELLE;ARISTIDE BRIAND SECTION 16 N°471;67600;SELESTAT;BAS-RHIN;Ministère de l'enseignement supérieur et de la recherche;null;2016;Collectivités territoriales;Droit de priorité;2017;48,2588;7,453
160670031;Cession réalisée;SUPPORT DE PARCELLE;SUPPORT DE PARCELLE;DE BISCHWILLER;67460;SOUFFELWEYERSHEIM;BAS-RHIN;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Entreprises société;Echange (Hors Etat);2017;48,6342;7,74
160670032;Cession réalisée;SUPPORT DE PARCELLE;SUPPORT DE PARCELLE;TERRAIN VNF SECTION 5 PARCELLE 17;67550;VENDENHEIM;BAS-RHIN;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Associations;Gré à gré;2017;48,6669;7,712
160680013;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;null;68600;VOLGELSHEIM;HAUT-RHIN;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Entreprises société;Autres droits;2017;48,0155;7,547
160680014;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;68720;ZILLISHEIM;HAUT-RHIN;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Collectivités territoriales;Droit de priorité;2017;47,6951;7,295
160700010;Cession réalisée;LOGEMENT;LOGEMENT;DE REMAUCOURT;70170;PORT SUR SAONE;HAUTE-SAÔNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Personnes physiques non commerçantes;Appel d'offres;2017;47,6875;6,044
160700011;Cession réalisée;LOGEMENT;LOGEMENT;DE REMAUCOURT;70170;PORT SUR SAONE;HAUTE-SAÔNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Etablissements publics locaux;Gré à gré;2017;47,6875;6,044
160700012;Cession réalisée;LOGEMENT;LOGEMENT;DE REMAUCOURT;70170;PORT SUR SAONE;HAUTE-SAÔNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Personnes physiques non commerçantes;Appel d'offres;2017;47,6875;6,044
160700013;Cession réalisée;LOGEMENT;LOGEMENT;DIT DU GAGNE PAIN;70170;PORT SUR SAONE;HAUTE-SAÔNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Etablissements publics locaux;Gré à gré;2017;47,6875;6,044
160700015;Cession réalisée;SUPPORT DE PARCELLE;SUPPORT DE PARCELLE;DES CAPUCINS;70700;GY;HAUTE-SAÔNE;Biens non affectés;null;2016;Personnes physiques non commerçantes;Gré à gré;2017;47,406;5,812
160720011;Cession réalisée;LOGEMENT;LOGEMENT;JOEL LE THEULE;72300;SABLE SUR SARTHE;SARTHE;Ministère du budget, des comptes publics et de la réforme de l'Etat;null;2016;Personnes physiques non commerçantes;Gré à gré;2017;47,8399;-0,335
160720012;Cession réalisée;LOGEMENT;LOGEMENT;D 338 / MAISON FORESTIERE DE LA TASSE;72500;BEAUMONT PIED DE BOEUF;SARTHE;Ministère de l'agriculture et de la pêche;null;2016;Personnes physiques non commerçantes;Adjudication;2017;47,7594;0,401
160740017;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;74300;MAGLAND;HAUTE-SAVOIE;Ministère de l'agriculture et de la pêche;null;2016;Personnes physiques non commerçantes;Appel d'offres;2017;46,0217;6,619
160740019;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE CABOUET;74380;CRANVES SALES;HAUTE-SAVOIE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Collectivités territoriales;Droit de priorité;2017;46,1859;6,29
160740021;Cession réalisée;LOGEMENT;LOGEMENT;PAUL BECHET;74300;CLUSES;HAUTE-SAVOIE;Ministère de l'économie, de l'industrie et de l'emploi;null;2016;Collectivités territoriales;Droit de priorité;2017;46,06;6,578
160750011;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;JEAN CALVIN;75005;PARIS;PARIS;Ministère de l'enseignement supérieur et de la recherche;null;2016;Collectivités territoriales;Droit de priorité;2017;48,8453;2,351
160750015;Cession réalisée;BATIMENT TECHNIQUE;BATIMENT TECHNIQUE;DE LA ROCHEFOUCAULD;75019;PARIS;PARIS;Ministère de la santé, de la jeunesse, des sports et de la vie associative : santé;null;2016;Personnes physiques non commerçantes;Adjudication;2017;48,8778;2,385
160750016;Cession réalisée;BATIMENT TECHNIQUE;BATIMENT TECHNIQUE;DE LA ROCHEFOUCAULD;75019;PARIS;PARIS;Ministère de la santé, de la jeunesse, des sports et de la vie associative : santé;null;2016;Entreprises société;Adjudication;2017;48,8778;2,385
160760014;Cession réalisée;BUREAU;BUREAU;DE L'ÉTANG;76190;YVETOT;SEINE-MARITIME;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Collectivités territoriales;Droit de priorité;2017;49,6167;0,752
160760017;Cession réalisée;LOGEMENT;LOGEMENT;SENARD;76000;ROUEN;SEINE-MARITIME;Ministère de la défense;null;2016;Entreprises société;Appel d'offres;2017;49,4428;1,102
160770013;Cession réalisée;OUVRAGE D'ART DES RESEAUX ET VOIRIES;RESEAUX ET VOIRIES;JEAN MERMOZ;77830;ECHOUBOULAINS;SEINE-ET-MARNE;Ministère de la défense;null;2016;Personnes physiques non commerçantes;Adjudication;2017;48,4632;2,945
160770015;Cession réalisée;BUREAU;BUREAU;OCTAVE MIRBEAU;77290;MITRY MORY;SEINE-ET-MARNE;Ministère de l'intérieur, de l'Outre-mer et des collectivités territoriales;null;2016;Personne physique immatriculée (métropole);Adjudication;2017;48,9833;2,616
160770020;Cession réalisée;LOGEMENT;LOGEMENT;DE LA FONTAINE LA REINE;77000;MELUN;SEINE-ET-MARNE;Ministère de la justice et des libertés;null;2016;Entreprises société;Adjudication;2017;48,5391;2,659
160770024;Cession réalisée;BATIMENT CULTUREL;BATIMENT CULTUREL;DU CHATEAU;73110;LA ROCHETTE;SEINE-ET-MARNE;Ministère de l'éducation nationale;null;2016;Entreprises société;Adjudication;2017;45,458;6,12
160770025;Cession réalisée;RESEAUX ET VOIRIES;RESEAUX ET VOIRIES;DE PARIS;77130;MONTEREAU FAULT YONNE;SEINE-ET-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Collectivités territoriales;Autres droits;2017;48,3822;2,947
160770031;Cession réalisée;BATIMENT AGRICOLE OU D'ELEVAGE;BATIMENT AGRICOLE OU D'ELEVAGE;PORTE NADON;77300;FONTAINEBLEAU;SEINE-ET-MARNE;Ministère de l'agriculture et de la pêche;null;2016;Personne physique immatriculée (métropole);Adjudication;2017;48,4088;2,701
160770035;Cession réalisée;BUREAU;BUREAU;GÉNÉRAL LECLERC;77170;BRIE COMTE ROBERT;SEINE-ET-MARNE;Ministère du budget, des comptes publics et de la réforme de l'Etat;null;2016;Entreprises société;Adjudication;2017;48,6919;2,61
160780019;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;TERRAIN EN BORD DE BIEVRE BN 26;78280;GUYANCOURT;YVELINES;Ministère de la culture et de la communication;null;2016;Etablissements publics locaux;Autres droits;2017;48,7699;2,072
160790016;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;79110;ARDILLEUX;DEUX-SÈVRES;Biens non affectés;null;2016;Personnes physiques non commerçantes;Appel d'offres;2017;46,0981;-0,045
160790018;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;79120;CHEY;DEUX-SÈVRES;Biens non affectés;null;2016;Personnes physiques non commerçantes;Appel d'offres;2017;46,3034;-0,051
160790020;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;79600;ST GENEROUX;DEUX-SÈVRES;Biens non affectés;null;2016;Personnes physiques non commerçantes;Appel d'offres;2017;46,884;-0,138
160790036;Cession réalisée;BATIMENT TECHNIQUE;BATIMENT TECHNIQUE;D 25 / GARAGE DE LA MAISON FORESTIÈRE DE L'ABBAYE;79130;SECONDIGNY;DEUX-SÈVRES;Ministère de l'agriculture et de la pêche;null;2016;Personnes physiques non commerçantes;Appel d'offres;2017;46,6092;-0,42
160790039;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;79270;EPANNES;DEUX-SÈVRES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Personnes physiques non commerçantes;Autres droits;2017;46,2301;-0,585
160790040;Cession réalisée;RESEAUX ET VOIRIES;RESEAUX ET VOIRIES;DE LA TOUR CARRÉE;79400;ST MAIXENT L ECOLE;DEUX-SÈVRES;Ministère de la défense;null;2016;Collectivités territoriales;Droit de priorité;2017;46,4126;-0,209
160790041;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;79320;VILLEFOLLET;DEUX-SÈVRES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Personnes physiques non commerçantes;Appel d'offres;2017;46,7366;-0,552
160790042;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;79320;VILLEFOLLET;DEUX-SÈVRES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Personnes physiques non commerçantes;Appel d'offres;2017;46,7366;-0,552
160790043;Cession réalisée;LOGEMENT;LOGEMENT;JULES FERRY;79100;THOUARS;DEUX-SÈVRES;Ministère du budget, des comptes publics et de la réforme de l'Etat;null;2016;Personnes physiques non commerçantes;Appel d'offres;2017;46,9747;-0,216
160800010;Cession réalisée;BUREAU;BUREAU;ALPHONSE FIQUET;80000;AMIENS;SOMME;Ministère de l'intérieur, de l'Outre-mer et des collectivités territoriales;null;2016;Entreprises société;Droit de priorité;2017;49,8915;2,296
160800011;Cession réalisée;BUREAU;BUREAU;DES JACOBINS;80000;AMIENS;SOMME;Ministère du budget, des comptes publics et de la réforme de l'Etat;null;2016;Entreprises société;Appel d'offres;2017;49,8915;2,296
160800012;Cession réalisée;LOGEMENT;LOGEMENT;DES ¨PÊCHEURS;80410;CAYEUX SUR MER;SOMME;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Personnes physiques non commerçantes;Appel d'offres;2017;50,1807;1,494
160840010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;VELORGUES L'ISLE SUR LA SORGUE;84800;L ISLE SUR LA SORGUE;VAUCLUSE;Biens non affectés;null;2016;Personnes physiques non commerçantes;Gré à gré;2017;43,9193;5,051
160870010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;87420;ST VICTURNIEN;HAUTE-VIENNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Personnes physiques non commerçantes;Gré à gré;2017;45,8774;1,013
160870012;Cession réalisée;BATIMENT TECHNIQUE;BATIMENT TECHNIQUE;FONT PINOT;87100;LIMOGES;HAUTE-VIENNE;Ministère du Travail, des relations sociales, de la famille et de la solidarité;null;2016;Collectivités territoriales;Gré à gré;2017;45,8338;1,261
160880035;Cession réalisée;BUREAU;BUREAU;DU FAING;12200;STE MARGUERITE;VOSGES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Entreprises société;Appel d'offres;2017;44,3604;2,036
160890012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DU FAUBOURG DU PONT;89600;ST FLORENTIN;YONNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Collectivités territoriales;Droit de priorité;2017;48,0012;3,724
160910020;Cession réalisée;BATIMENT TECHNIQUE;BATIMENT TECHNIQUE;TERRASSES DE L'AGORA;91000;EVRY;ESSONNE;Ministère de l'économie, de l'industrie et de l'emploi;null;2016;Entreprises société;Gré à gré;2017;48,6237;2,429
160910021;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;D'ORLEANS;91410;DOURDAN;ESSONNE;Biens non affectés;null;2016;Collectivités territoriales;Droit de priorité;2017;48,5283;2,01
160910022;Cession réalisée;SUPPORT DE PARCELLE;SUPPORT DE PARCELLE;null;91550;PARAY VIEILLE POSTE;ESSONNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Entreprises société;Gré à gré;2017;48,7079;2,363
160920026;Cession réalisée;BUREAU;BUREAU;JACQUES PREVERT;92700;COLOMBES;HAUTS-DE-SEINE;Ministère du budget, des comptes publics et de la réforme de l'Etat;null;2016;Collectivités territoriales;Droit de priorité;2017;48,9232;2,252
160930016;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE LA DIVISION LECLERC;93430;VILLETANEUSE;SEINE-SAINT-DENIS;Ministère de l'enseignement supérieur et de la recherche;null;2016;Etablissements publics locaux;Gré à gré;2017;48,9642;2,343
160950013;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE LA MARNE;95220;HERBLAY;VAL-D'OISE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Collectivités territoriales;Droit de priorité;2017;48,99;2,165
169710012;Cession réalisée;BUREAU;BUREAU;FERDINAND DE LESSEPS;97110;POINTE A PITRE;GUADELOUPE;Ministère de l'intérieur, de l'Outre-mer et des collectivités territoriales;null;2016;Entreprises société;Appel d'offres;2017;16,2359;-61,532
169710014;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;GUSTAVIA;4210;ST BARTHELEMY;GUADELOUPE;Ministère de l'intérieur, de l'Outre-mer et des collectivités territoriales;null;2016;Collectivités territoriales;Droit de priorité;2017;43,8341;5,977
169710021;Cession réalisée;LOGEMENT;LOGEMENT;BLANCHE;39200;ST CLAUDE;GUADELOUPE;Ministère de la justice et des libertés;null;2016;Personnes physiques non commerçantes;Appel d'offres;2017;46,3867;5,862
169740013;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;NATIONALE;29140;ST PHILIPPE;LA REUNION;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Entreprises société;Adjudication;2017;47,9581;-3,9
169740014;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;NATIONALE;29140;ST PHILIPPE;LA REUNION;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Personnes physiques non commerçantes;Adjudication;2017;47,9581;-3,9
169740016;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DU TROU D'EAU;97423;ST PAUL;LA REUNION;Ministère de l'écologie, du développement durable, des transports et du logement;null;2016;Entreprises société;Appel d'offres;2017;-21,0366;55,31
170010010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;1140;GARNERANS;AIN;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;46,2051;4,841
170010011;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;1250;CORVEISSIAT;AIN;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;46,2425;5,481
170030010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;3230;GANNAY SUR LOIRE;ALLIER;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;46,7307;3,61
170030011;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;3380;QUINSSAINES;ALLIER;Ministère du budget, des comptes publics et de la réforme de l'Etat;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;46,327;2,51
170030022;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;3120;DROITURIER;ALLIER;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Gré à gré;2017;46,2303;3,718
170030023;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;42620;ST PIERRE LAVAL;ALLIER;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Gré à gré;2017;46,2011;3,779
170030024;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;42620;ST PIERRE LAVAL;ALLIER;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Gré à gré;2017;46,2011;3,779
170030026;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;3120;DROITURIER;ALLIER;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Gré à gré;2017;46,2303;3,718
170040011;Cession réalisée;BATIMENT TECHNIQUE;BATIMENT TECHNIQUE;LE VILLAGE;4530;ST PAUL SUR UBAYE;ALPES DE HAUTE-PROVENCE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;44,5148;6,751
170040012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;4100;MANOSQUE;ALPES DE HAUTE-PROVENCE;Ministère de l'économie, de l'industrie et de l'emploi;null;2017;Collectivités territoriales;Autres droits;2017;43,8328;5,783
170040013;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;DE LA GARE;4160;CHATEAU ARNOUX ST AUBAN;ALPES DE HAUTE-PROVENCE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Entreprises société;Gré à gré;2017;44,0925;6,008
170050010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;69830;ST CHAFFREY;HAUTES ALPES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;46,076;4,721
170050011;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;5200;BARATIER;HAUTES ALPES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;44,5376;6,495
170050012;Cession réalisée;BATIMENT TECHNIQUE;BATIMENT TECHNIQUE;6 RUE JOSEPH MATHIEU 05 600 GUILLESTRE;5600;GUILLESTRE;HAUTES ALPES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Etablissements publics locaux;Droit de priorité;2017;44,6597;6,649
170070012;Cession réalisée;SUPPORT DE PARCELLE;SUPPORT DE PARCELLE;null;7300;TOURNON SUR RHONE;ARDÈCHE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Autres droits;2017;45,0667;4,832
170100011;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;10150;PONT STE MARIE;AUBE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;48,3204;4,101
170130010;Cession réalisée;LOGEMENT;LOGEMENT;FONTAINE DES VENTS;13004;MARSEILLE 02;BOUCHES-DU-RHÔNE;Biens non affectés;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;43,3163;5,394
170130014;Cession réalisée;COMMERCE;COMMERCE;ROUSTAN;13118;ISTRES;BOUCHES-DU-RHÔNE;Biens non affectés;null;2017;Collectivités territoriales;Droit de priorité;2017;43,5136;4,988
170130018;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DIOGÈNE;11300;MARSEILLE 11;BOUCHES-DU-RHÔNE;Ministère de la justice et des libertés;null;2017;Entreprises société;Gré à gré;2017;43,0723;2,229
170140012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;PARCELLE ZB 51;14350;ST JEAN DES ESSARTIERS;CALVADOS;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Gré à gré;2017;49,0453;-0,837
170140013;Cession réalisée;SUPPORT DE PARCELLE;SUPPORT DE PARCELLE;L'EGLISE;14370;VIMONT;CALVADOS;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;49,1212;-0,199
170140014;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;14220;CULEY LE PATRY;CALVADOS;Ministère de l'agriculture et de la pêche;null;2017;Entreprises société;Gré à gré;2017;48,9508;-0,532
170150010;Cession réalisée;BATIMENT D'ENSEIGNEMENT OU DE SPORT;BATIMENT D'ENSEIGNEMENT OU DE SPORT;null;15270;LAVEISSIERE;CANTAL;Biens non affectés;null;2017;Collectivités territoriales;Droit de priorité;2017;45,4087;2,64
170160011;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;16710;ST YRIEIX SUR CHARENTE;CHARENTE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Etablissements publics locaux;Droit de priorité;2017;45,6745;0,127
170210010;Cession réalisée;LOGEMENT;LOGEMENT;21320 THOISY-LE-DESERT;21320;THOISY LE DESERT;CÔTE-D'OR;Biens non affectés;null;2017;Personne physique immatriculée (métropole);Autres droits;2017;47,2463;4,524
170210011;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE CRACOVIE;21000;DIJON;CÔTE-D'OR;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Entreprises société;Gré à gré;2017;47,323;5,042
170210012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DES ALISIERS;21121;DAIX;CÔTE-D'OR;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personne physique immatriculée (métropole);Gré à gré;2017;47,3517;4,998
170210013;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;ALBERT 1ER;21000;DIJON;CÔTE-D'OR;Ministère de la justice et des libertés;null;2017;Personnes physiques non commerçantes;Autres droits;2017;47,323;5,042
170210016;Cession réalisée;RESEAUX ET VOIRIES;RESEAUX ET VOIRIES;DE DIJON;21121;DAIX;CÔTE-D'OR;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;47,3517;4,998
170210017;Cession réalisée;RESEAUX ET VOIRIES;RESEAUX ET VOIRIES;DE DIJON;21121;DAIX;CÔTE-D'OR;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;47,3517;4,998
170210018;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE DIJON;21121;DAIX;CÔTE-D'OR;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;47,3517;4,998
170210019;Cession réalisée;RESEAUX ET VOIRIES;RESEAUX ET VOIRIES;DE DIJON;21121;DAIX;CÔTE-D'OR;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;47,3517;4,998
170210020;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE DIJON;21121;DAIX;CÔTE-D'OR;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;47,3517;4,998
170210021;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE DIJON;21121;DAIX;CÔTE-D'OR;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;47,3517;4,998
170210022;Cession réalisée;RESEAUX ET VOIRIES;RESEAUX ET VOIRIES;DE DIJON;21121;DAIX;CÔTE-D'OR;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;47,3517;4,998
170210025;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;21910;NOIRON SOUS GEVREY;CÔTE-D'OR;Ministère de la défense;null;2017;Entreprises société;Gré à gré;2017;47,1935;5,079
170220012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;22230;TREMOREL;CÔTES D'ARMOR;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Gré à gré;2017;48,199;-2,289
170250010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;25720;BEURE;DOUBS;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;47,2075;6,004
170250011;Cession réalisée;LOGEMENT;LOGEMENT;DU HALAGE;25110;FOURBANNE;DOUBS;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Adjudication;2017;47,3309;6,303
170250013;Cession réalisée;LOGEMENT;LOGEMENT;CHEMIN DU HALAGE;25110;FOURBANNE;DOUBS;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Adjudication;2017;47,3309;6,303
170250014;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;DU HALAGE;25110;FOURBANNE;DOUBS;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Adjudication;2017;47,3309;6,303
170260010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;26130;ST PAUL TROIS CHATEAUX;DRÔME;Ministère de l'agriculture et de la pêche;null;2017;Collectivités territoriales;Droit de priorité;2017;44,3482;4,768
170260012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;26400;DIVAJEU;DRÔME;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Entreprises société;Gré à gré;2017;44,7044;5,005
170260013;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;26400;DIVAJEU;DRÔME;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Etablissements publics nationaux;Gré à gré;2017;44,7044;5,005
170270010;Cession réalisée;BUREAU;BUREAU;DU GENERAL DE GAULLE;27250;RUGLES;EURE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Gré à gré;2017;48,8217;0,709
170270011;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;27100;VAL DE REUIL;EURE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Gré à gré;2017;49,2736;1,21
170270012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;ROMAIN ROLLAND;71380;ST MARCEL;EURE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Etablissements publics locaux;Gré à gré;2017;46,7753;4,889
170270013;Cession réalisée;BATIMENT TECHNIQUE;BATIMENT TECHNIQUE;DU 11 NOVEMBRE;83500;LERY;EURE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Droit de priorité;2017;43,1111;5,855
170270015;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;CHAUSSEE DE LERY;27100;VAL DE REUIL;EURE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Collectivités territoriales;Gré à gré;2017;49,2736;1,21
170290010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;29190;LENNON;FINISTÈRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Gré à gré;2017;48,1916;-3,899
170290011;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;29270;CLEDEN POHER;FINISTÈRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;48,2355;-3,669
170290012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;29270;CLEDEN POHER;FINISTÈRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;48,2355;-3,669
170290016;Cession réalisée;LOGEMENT;LOGEMENT;DE BREHAT;29460;DIRINON;FINISTÈRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;48,397;-4,27
170290019;Cession réalisée;LOGEMENT;LOGEMENT;DE BREHAT;29460;DIRINON;FINISTÈRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;48,397;-4,27
170290021;Cession réalisée;LOGEMENT;LOGEMENT;DE BREHAT;29460;DIRINON;FINISTÈRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2017;Personnes physiques non commerçantes;Appel d'offres;2017;48,397;-4,27
